"","DS","Pmm","TxC","TnC","Date","MaxT_C","MinT_C","Precip_mm","Rain_mm","SnowfallWatEq_mm","SnowMelt_mm","NewSnow_m","SnowDepth_m","SnowWaterEq_mm","SnowTemp","Albedo","NetEnergy","S","La","Lt","H","E","AE","cloudiness"
"23",2006-10-23,1.016,12.2222222222222,3.33333333333333,2006-10-23,12.2222222222222,3.33333333333333,1.016,1.016,0,0,0,0,0,0,0.25,13230.7839638277,8286.71751569059,24903.1720082403,25917.3737217928,4501.48987215454,1250.58895620172,0.815905318164264,0.281516273578219
"24",2006-10-24,0,6.66666666666667,1.66666666666667,2006-10-24,6.66666666666667,1.66666666666667,0,0,0,0,0,0,0,0,0.25,9441.50803495486,5441.49966044776,26734.1653136237,25917.3737217928,2411.51243151136,598.704351164862,0.922389823455636,0.833975609197533
"25",2006-10-25,4.064,4.44444444444444,2.77777777777778,2006-10-25,4.44444444444444,2.77777777777778,4.064,4.064,0,0,0,0,0,0,0.25,5869.72549481246,888.217181516215,27547.1194182609,25917.3737217928,2089.97744064318,1027.14784285162,0.958088888888889,1
"26",2006-10-26,3.302,7.22222222222222,1.66666666666667,2006-10-26,7.22222222222222,1.66666666666667,3.302,3.302,0,0,0,0,0,0,0.25,9517.49681218879,5894.24731885873,26135.0016036792,25917.3737217928,2572.27992694545,598.704351164862,0.898115411540016,0.719950073819859
"27",2006-10-27,0.254,5,-3.33333333333333,2006-10-27,5,-3.33333333333333,0.254,0.254,0,0,0,0,0,0,0.25,3272.1637190864,7667.66574456855,21918.1505556344,25917.3737217928,482.302486302272,-1052.470345626,0.793684061292602,0.300031914656605
"28",2006-10-28,10.414,8.88888888888889,-2.22222222222222,2006-10-28,8.88888888888889,-2.22222222222222,10.414,10.414,0,0,0,0,0,0,0.25,5438.33340932405,8292.41968503607,21537.1983829932,25917.3737217928,1929.20994520909,-721.916882121488,0.752077004403904,0.0696669879621939
"29",2006-10-29,4.064,11.1111111111111,3.33333333333333,2006-10-29,11.1111111111111,3.33333333333333,4.064,4.064,0,0,0,0,0,0,0.25,12069.3508537553,7231.69632083209,25028.2097505613,25917.3737217928,4179.95488128635,1250.58895620172,0.826517102267329,0.343667382799632
"30",2006-10-30,0.254,6.66666666666667,-1.11111111111111,2006-10-30,6.66666666666667,-1.11111111111111,0.254,0.254,0,0,0,0,0,0,0.25,5586.85925543935,7141.7054790999,22950.3178466503,25917.3737217928,1607.67495434091,-371.42863619231,0.807893368502342,0.331066863764331
"31",2006-10-31,0,15,2.77777777777778,2006-10-31,15,2.77777777777778,0,0,0,0,0,0,0,0,0.25,12365.988311146,8116.95907812003,23821.6952580762,25917.3737217928,5144.5598538909,1027.14784285162,0.768252827543328,0.019247219165516
"32",2006-11-01,0.762,20,2.77777777777778,2006-11-01,20,2.77777777777778,0.762,0.762,0,0,0,0,0,0,0.25,14995.1886970315,8127.7206529605,24956.7776102144,25917.3737217928,6591.46731279771,1027.14784285162,0.776958067017795,7.2705426172659e-05
"33",2006-11-02,1.524,12.2222222222222,0.555555555555556,2006-11-02,12.2222222222222,0.555555555555556,1.524,1.524,0,0,0,0,0,0,0.25,8724.31263745712,7862.59594628257,22673.6519269056,25917.3737217928,3697.65239498408,193.892091077625,0.757725253437715,0.0277434442166267
"34",2006-11-03,0.508,6.66666666666667,-2.77777777777778,2006-11-03,6.66666666666667,-2.77777777777778,0.508,0.508,0,0,0,0,0,0,0.25,3204.29067940487,7376.12843498147,21332.6389710683,25917.3737217928,1125.37246803863,-889.624139557459,0.76008380083759,0.133731810080903
"35",2006-11-04,0,4.44444444444444,-6.11111111111111,2006-11-04,4.44444444444444,-6.11111111111111,0,0,0,0,0,0,0,0,0.25,-853.709501815629,7519.5918394694,19651.2661790903,25917.3737217928,-482.302486302271,-1797.89131228024,0.729168945946124,0.0558676690942228
"36",2006-11-05,0,4.44444444444444,-2.22222222222222,2006-11-05,4.44444444444444,-2.22222222222222,0,0,0,0,0,0,0,0,0.25,3176.34607147773,6041.75874691989,22957.8079467357,25917.3737217928,643.069981736362,-721.916882121488,0.827970360258022,0.444251610912956
"37",2006-11-06,0.0254,7.22222222222222,0,2006-11-06,7.22222222222222,0,0.0254,0.0254,0,0,0,0,0,0,0.25,6065.94493956159,6290.06161282005,23429.8943745578,25917.3737217928,2089.97744064318,0,0.814891790581322,0.349202704252837
"38",2006-11-07,0,15.5555555555556,2.77777777777778,2006-11-07,15.5555555555556,2.77777777777778,0,0,0,0,0,0,0,0,0.25,11979.7928460244,7499.84670554824,23891.8446700923,25917.3737217928,5305.32734932499,1027.14784285162,0.767488724277103,0.00841581567752625
"39",2006-11-08,3.302,11.1111111111111,6.66666666666667,2006-11-08,11.1111111111111,6.66666666666667,3.302,3.302,0,0,0,0,0,0,0.25,15150.4946204421,3954.38821978305,28942.8503120504,25917.3737217928,5144.5598538909,2729.79528984384,0.933410756392645,0.853940255802902
"40",2006-11-09,1.016,13.3333333333333,9.44444444444444,2006-11-09,13.3333333333333,9.44444444444444,1.016,1.016,0,0,0,0,0,0,0.25,19076.9517968569,3287.13124200154,30732.5467037537,25917.3737217928,6591.46731279771,4161.58159343005,0.95677015896915,0.959752968464895
"41",2006-11-10,0.0254,18.8888888888889,5.55555555555556,2006-11-10,18.8888888888889,5.55555555555556,0.0254,0.0254,0,0,0,0,0,0,0.25,16256.9685249906,7276.84545894655,25440.1257573887,25917.3737217928,7073.76979909998,2209.2973646815,0.782799851100182,0.00918459022337559
"42",2006-11-11,0,11.1111111111111,1.66666666666667,2006-11-11,11.1111111111111,1.66666666666667,0,0,0,0,0,0,0,0,0.25,8686.72358664445,6718.43878326157,23416.3017790267,25917.3737217928,3697.65239498408,598.704351164862,0.782543688034313,0.146852872771727
"43",2006-11-12,27.432,16.6666666666667,2.22222222222222,2006-11-12,16.6666666666667,2.22222222222222,27.432,27.432,0,0,0,0,0,0,0.25,12773.2768828723,7154.67211444667,23998.8463111356,25917.3737217928,5466.09484475908,809.901334323669,0.767900912955081,0.00347097203985103
"44",2006-11-13,1.778,3.33333333333333,2.22222222222222,2006-11-13,3.33333333333333,2.22222222222222,1.778,1.778,0,0,0,0,0,0,0.25,4191.36210915677,299.341351400005,27198.0748575516,25917.3737217928,1607.67495434091,809.901334323669,0.957422222222222,1
"45",2006-11-14,6.35,6.66666666666667,3.33333333333333,2006-11-14,6.66666666666667,3.33333333333333,6.35,6.35,0,0,0,0,0,0,0.25,9153.29698929144,2483.36620376737,28136.5506333015,25917.3737217928,2893.81491781363,1250.58895620172,0.9592,1
"46",2006-11-15,3.048,7.77777777777778,6.11111111111111,2006-11-15,7.77777777777778,6.11111111111111,3.048,3.048,0,0,0,0,0,0,0.25,10500.4116898522,692.619902096989,28978.0936237109,25917.3737217928,4019.18738585226,2465.98449998478,0.960755555555556,1
"47",2006-11-16,0.762,15,6.66666666666667,2006-11-16,15,6.66666666666667,0.762,0.762,0,0,0,0,0,0,0.25,15478.0639465749,6070.48005564954,26117.5590009447,25917.3737217928,6269.93232192953,2729.79528984384,0.819473624667267,0.238834781236693
"48",2006-11-17,18.796,18.3333333333333,10,2006-11-17,18.3333333333333,10,18.796,18.796,0,0,0,0,0,0,0.25,21931.4551205931,6010.07671680366,27876.5445477102,25917.3737217928,8199.14226713862,4471.70331073341,0.834795516569019,0.250211629116026
"49",2006-11-18,0.508,11.1111111111111,2.77777777777778,2006-11-18,11.1111111111111,2.77777777777778,0.508,0.508,0,0,0,0,0,0,0.25,9537.45131503426,5951.63666344243,24269.0364780141,25917.3737217928,4019.18738585226,1027.14784285162,0.804628900955511,0.242226235560375
"50",2006-11-19,1.27,4.44444444444444,2.22222222222222,2006-11-19,4.44444444444444,2.22222222222222,1.27,1.27,0,0,0,0,0,0,0.25,5615.86945875324,1172.96338540171,27430.3885156116,25917.3737217928,1929.20994520909,809.901334323669,0.957866666666667,1
"51",2006-11-20,4.318,2.77777777777778,-1.11111111111111,2006-11-20,2.77777777777778,-1.11111111111111,4.318,4.318,0,0,0,0,0,0,0.25,3448.79794292344,2932.4014626182,26134.7833519881,25917.3737217928,482.302486302272,-371.42863619231,0.946373688745191,0.959029011991907
"52",2006-11-21,2.032,1.11111111111111,-1.66666666666667,2006-11-21,1.11111111111111,-1.66666666666667,2.032,0,2.032,2.032,0.0203087173792338,0,0,0,0.656015446921202,1215.36323792229,1722.31505041633,25947.4159401609,25917.3737217928,-160.767495434091,-549.226535428016,0.954977777777778,1
"53",2006-11-22,0,2.22222222222222,-7.22222222222222,2006-11-22,2.22222222222222,-7.22222222222222,0,0,0,0,0,0,0,0,0.596015446921202,-7069.83081565469,2761.85847106573,19425.6333122647,25917.3737217928,-1446.90745890681,-2066.04141828551,0.738706103478438,0.12700896816621
"54",2006-11-23,0,6.11111111111111,-6.66666666666667,2006-11-23,6.11111111111111,-6.66666666666667,0,0,0,0,0,0,0,0,0.536015446921202,-4795.78613584255,3430.14712669768,19613.210288963,25917.3737217928,-160.767495434091,-1934.00233427636,0.721851456038517,0.0137089758598478
"55",2006-11-24,0,6.11111111111111,-4.44444444444444,2006-11-24,6.11111111111111,-4.44444444444444,0,0,0,0,0,0,0,0,0.476015446921202,-2374.69600190728,3780.47308273165,20470.9579776617,25917.3737217928,482.302486302271,-1364.05582681013,0.741279380530767,0.0738572026935705
"56",2006-11-25,0.0254,7.77777777777778,-4.44444444444444,2006-11-25,7.77777777777778,-4.44444444444444,0.0254,0.0254,0,0,0,0,0,0,0.416015446921202,-1302.24303004202,4353.54495833004,20487.8587876263,25917.3737217928,964.604972604543,-1364.05582681013,0.732938470304772,0.0201802671842179
"57",2006-11-26,0.508,11.6666666666667,2.77777777777778,2006-11-26,11.6666666666667,2.77777777777778,0.508,0.508,0,0,0,0,0,0,0.356015446921202,7990.7019060742,4443.47790817791,24069.0856622178,25917.3737217928,4179.95488128635,1027.14784285162,0.794843543906061,0.189061663496341
"58",2006-11-27,0,15,2.22222222222222,2006-11-27,15,2.22222222222222,0,0,0,0,0,0,0,0,0.296015446921202,8987.04729784967,5301.02468064249,23636.7026462195,25917.3737217928,4983.79235845681,809.901334323669,0.765295675891789,0.0112550008519532
"59",2006-11-28,0,16.1111111111111,3.33333333333333,2006-11-28,16.1111111111111,3.33333333333333,0,0,0,0,0,0,0,0,0.25,11086.911634607,5754.65448214314,24199.1795778618,25917.3737217928,5626.86234019317,1250.58895620172,0.771275679052404,0.0137089758598478
"60",2006-11-29,0,14.4444444444444,7.22222222222222,2006-11-29,14.4444444444444,7.22222222222222,0,0,0,0,0,0,0,0,0.25,15772.931770087,5048.06332304574,27198.4151814826,25917.3737217928,6269.93232192953,3000.8946654219,0.853386944513788,0.417608212161948
"61",2006-11-30,0,13.8888888888889,10,2006-11-30,13.8888888888889,10,0,0,0,0,0,0,0,0,0.25,19491.5559260701,2714.53092039383,31136.6931130697,25917.3737217928,6913.00230366589,4471.70331073341,0.961822314347826,0.984147498426972
"62",2006-12-01,3.81,16.1111111111111,5,2006-12-01,16.1111111111111,5,3.81,3.81,0,0,0,0,0,0,0.25,13311.0345528748,5886.35924516726,24931.4023087215,25917.3737217928,6109.16482649544,1959.5718942834,0.785322885193533,0.0657270734321813
"63",2006-12-02,5.334,19.4444444444444,2.22222222222222,2006-12-02,19.4444444444444,2.22222222222222,5.334,5.334,0,0,0,0,0,0,0.25,12284.3770972704,6030.91909338714,24675.3010694229,25917.3737217928,6269.93232192953,809.901334323669,0.7742208376512,0.000285561331223039
"64",2006-12-03,0,2.22222222222222,-3.33333333333333,2006-12-03,2.22222222222222,-3.33333333333333,0,0,0,0,0,0,0,0,0.25,923.646272088002,4035.34129630808,24006.6840340669,25917.3737217928,-321.534990868181,-1052.470345626,0.887155327115972,0.715407402022522
"65",2006-12-04,1.016,5.55555555555556,-5,2006-12-04,5.55555555555556,-5,1.016,1.016,0,0,0,0,0,0,0.25,-953.874305409167,5729.30843814142,20412.2654974146,25917.3737217928,160.76749543409,-1513.02734793986,0.745176377720938,0.101641456339765
"66",2006-12-05,0.0254,-1.11111111111111,-6.66666666666667,2006-12-05,-1.11111111111111,-6.66666666666667,0.0254,0,0.0254,0.0254,0.000289367088607595,0,0,-6.66666666666667,0.258400806856792,5127.33554504179,3997.47150723577,22828.764144852,23479.5750613868,1607.67495434091,0,0.88615874980178,0.737887069624534
"67",2006-12-06,0,-0.555555555555556,-7.77777777777778,2006-12-06,-0.555555555555556,-7.77777777777778,0,0,0,0,0,0,0,0,0.25,-4477.58978447612,4811.44837842223,21060.9603662985,25917.3737217928,-2411.51243151136,-2194.11237589267,0.820917190802387,0.481798670897191
"68",2006-12-07,0.254,5.55555555555556,-2.22222222222222,2006-12-07,5.55555555555556,-2.22222222222222,0.254,0.254,0,0,0,0,0,0,0.25,2523.76553847442,5053.64200432273,22970.0311654614,25917.3737217928,964.604972604543,-721.916882121488,0.821736408854699,0.409303573713257
"69",2006-12-08,2.032,1.11111111111111,-12.2222222222222,2006-12-08,1.11111111111111,-12.2222222222222,2.032,0,2.032,0,0.0247469553450609,0.0247469553450609,2.032,0,0.708715978916263,-8672.16122698676,5853.47849391601,17521.6789445084,25917.3737217928,-3215.34990868181,-3087.59503493661,0.697244322126755,0.0194253477483234
"70",2006-12-09,0,-4.44444444444444,-10,2006-12-09,-4.44444444444444,-10,0,0,0,0,0,0.0194432530569552,2.032,-2.03228375210601,0.648715978916263,-7382.59606133092,1530.45012781748,21607.5861880212,25684.6136863521,-3003.74427347143,-2005.27441734612,0.88158253097848,0.744515348065246
"71",2006-12-10,0,3.88888888888889,-4.44444444444444,2006-12-10,3.88888888888889,-4.44444444444444,0,0,0,2.032,0,0,0,-3.76236344401895,0.588715978916263,961.05967181626,2425.30080765445,21570.7018147364,25035.6145853323,2016.74919667365,-189.077561915997,0.79389565926912,0.318507466470212
"72",2006-12-11,0,10.5555555555556,-2.22222222222222,2006-12-11,10.5555555555556,-2.22222222222222,0,0,0,0,0,0,0,0,0.528715978916263,764.463443113543,3171.33939726561,21647.9022182508,25917.3737217928,2411.51243151136,-721.916882121488,0.746902118357955,0.0278768260203111
"73",2006-12-12,0,6.66666666666667,0.555555555555556,2006-12-12,6.66666666666667,0.555555555555556,0,0,0,0,0,0,0,0,0.468715978916263,4463.11890411743,2672.56213318641,25251.060961003,25917.3737217928,2089.97744064318,193.892091077625,0.878231969450703,0.637068992100351
"74",2006-12-13,1.27,11.6666666666667,2.22222222222222,2006-12-13,11.6666666666667,2.22222222222222,1.27,1.27,0,0,0,0,0,0,0.408715978916263,6753.7695176132,3828.7260715216,23803.2867810418,25917.3737217928,4019.18738585226,809.901334323669,0.789187180921234,0.167278557024809
"75",2006-12-14,0,11.6666666666667,-0.555555555555556,2006-12-14,11.6666666666667,-0.555555555555556,0,0,0,0,0,0,0,0,0.348715978916263,4092.85371952023,4514.66799096887,22295.605804096,25917.3737217928,3215.34990868181,-188.396262433639,0.75403796591419,0.0295477728276222
"76",2006-12-15,0,13.8888888888889,5,2006-12-15,13.8888888888889,5,0,0,0,0,0,0,0,0,0.288715978916263,11600.4983848747,4586.01422326896,25333.191144356,25917.3737217928,5466.09484475908,1959.5718942834,0.810596490998405,0.221825445497014
"77",2006-12-16,0.0254,13.3333333333333,3.33333333333333,2006-12-16,13.3333333333333,3.33333333333333,0.0254,0.0254,0,0,0,0,0,0,0.25,9700.07602300062,5206.23757664132,24163.7093489276,25917.3737217928,4823.02486302272,1250.58895620172,0.785449961095903,0.118797674471713
"78",2006-12-17,0.0254,8.33333333333333,-1.11111111111111,2006-12-17,8.33333333333333,-1.11111111111111,0.0254,0.0254,0,0,0,0,0,0,0.25,3509.15996073897,5396.16854240235,22138.4311023452,25917.3737217928,2089.97744064318,-371.42863619231,0.769974694433157,0.145065015350409
"79",2006-12-18,4.064,13.3333333333333,6.11111111111111,2006-12-18,13.3333333333333,6.11111111111111,4.064,4.064,0,0,0,0,0,0,0.25,13934.0397722152,4773.23988877957,26646.3800983838,25917.3737217928,5626.86234019317,2465.98449998478,0.849272796151767,0.414997522075062
"80",2006-12-19,0.762,6.66666666666667,-2.77777777777778,2006-12-19,6.66666666666667,-2.77777777777778,0.762,0.762,0,0,0,0,0,0,0.25,1347.56283977389,5404.9142072515,21445.051025834,25917.3737217928,1125.37246803863,-889.624139557459,0.764089052225481,0.151373498766371
"81",2006-12-20,0,2.22222222222222,-5.55555555555556,2006-12-20,2.22222222222222,-5.55555555555556,0,0,0,0,0,0,0,0,0.25,-2208.29516243453,4988.19642747409,21170.0894795493,25917.3737217928,-964.604972604543,-1657.60237506058,0.795209541121019,0.344933420538202
"82",2006-12-21,0,7.22222222222222,-2.77777777777778,2006-12-21,7.22222222222222,-2.77777777777778,0,0,0,0,0,0,0,0,0.25,1558.94240128233,5517.42501319257,21389.3752859673,25917.3737217928,1286.13996347272,-889.624139557459,0.759036588300069,0.123637000541431
"83",2006-12-22,0.254,7.77777777777778,-5.55555555555556,2006-12-22,7.77777777777778,-5.55555555555556,0.254,0.254,0,0,0,0,0,0,0.25,-744.858350057304,5820.71436597621,20192.1480657501,25917.3737217928,643.069981736362,-1657.60237506058,0.728227196044629,0.0115889552735982
"84",2006-12-23,8.636,9.44444444444444,1.11111111111111,2006-12-23,9.44444444444444,1.11111111111111,8.636,8.636,0,0,0,0,0,0,0.25,6814.38159704495,5191.61065536364,23727.7164064952,25917.3737217928,3054.58241324772,393.41451039787,0.805677443995167,0.278306470534868
"85",2006-12-24,0.254,10.5555555555556,3.33333333333333,2006-12-24,10.5555555555556,3.33333333333333,0.254,0.254,0,0,0,0,0,0,0.25,9820.439375927,4831.20076106349,25456.427661269,25917.3737217928,4019.18738585226,1250.58895620172,0.843996317278454,0.4332992803247
"86",2006-12-25,0.0254,7.77777777777778,-5,2006-12-25,7.77777777777778,-5,0.0254,0.0254,0,0,0,0,0,0,0.25,-236.967570127987,5848.36560948143,20368.0822462861,25917.3737217928,803.837477170453,-1513.02734793986,0.731605413330915,0.020321038598185
"87",2006-12-26,13.97,5,-4.44444444444444,2006-12-26,5,-4.44444444444444,13.97,13.97,0,0,0,0,0,0,0.25,-642.626095245216,5504.32374899929,20784.413875591,25917.3737217928,160.76749543409,-1364.05582681013,0.758762139696222,0.159691998891895
"88",2006-12-27,4.318,3.33333333333333,-1.66666666666667,2006-12-27,3.33333333333333,-1.66666666666667,4.318,4.318,0,0,0,0,0,0,0.25,2914.21087463774,3597.70675809267,25112.6888874636,25917.3737217928,482.302486302272,-549.226535428016,0.909362350422218,0.799290823286798
"89",2006-12-28,0.254,0.555555555555556,-2.77777777777778,2006-12-28,0.555555555555556,-2.77777777777778,0.254,0,0.254,0.254,0.00261257142857143,0,0,0,0.322436276649155,457.135386698695,2120.02597984942,25614.1772499359,25917.3737217928,-643.069981736362,-889.624139557459,0.954311111111111,1
"90",2006-12-29,0,4.44444444444444,-2.22222222222222,2006-12-29,4.44444444444444,-2.22222222222222,0,0,0,0,0,0,0,0,0.262436276649155,1732.66788822472,4229.62140684678,23326.2671035559,25917.3737217928,643.069981736362,-721.916882121488,0.841258791867891,0.501893737618577
"91",2006-12-30,0,2.77777777777778,-2.77777777777778,2006-12-30,2.77777777777778,-2.77777777777778,0,0,0,0,0,0,0,0,0.25,1410.55407854146,3989.36407214506,24055.1878677466,25917.3737217928,0,-889.624139557459,0.88174167335264,0.687677182621768
"92",2006-12-31,0,4.44444444444444,-1.66666666666667,2006-12-31,4.44444444444444,-1.66666666666667,0,0,0,0,0,0,0,0,0.25,2857.84128202744,4432.32692468877,23915.277137389,25917.3737217928,803.837477170453,-549.226535428016,0.859017849764092,0.575817782239418
"93",2007-01-01,1.778,6.11111111111111,-1.66666666666667,2007-01-01,6.11111111111111,-1.66666666666667,1.778,1.778,0,0,0,0,0,0,0.25,2780.77663381596,5093.88403328199,22677.7582276154,25917.3737217928,1286.13996347272,-549.226535428016,0.804756941483744,0.326058871189341
"94",2007-01-02,1.27,10.5555555555556,0,2007-01-02,10.5555555555556,0,1.27,1.27,0,0,0,0,0,0,0.25,5539.32271283867,5729.30843814142,22471.6539165757,25917.3737217928,3054.58241324772,0,0.763027692158975,0.0781042243940818
"95",2007-01-03,0,5,-4.44444444444444,2007-01-03,5,-4.44444444444444,0,0,0,0,0,0,0,0,0.25,-660.191145316082,5579.60679008065,20707.8641177721,25917.3737217928,160.76749543409,-1364.05582681013,0.755967590935619,0.147751183791754
"96",2007-01-04,0,11.1111111111111,0,2007-01-04,11.1111111111111,0,0,0,0,0,0,0,0,0,0.25,5760.13223022445,5853.38181015883,22435.7742331766,25917.3737217928,3215.34990868181,0,0.758778465817087,0.0519226937034722
"97",2007-01-05,0,14.4444444444444,3.88888888888889,2007-01-05,14.4444444444444,3.88888888888889,0,0,0,0,0,0,0,0,0.25,11143.4512173447,5820.42597172258,24281.6991331955,25917.3737217928,5305.32734932499,1480.37248489439,0.78001219865392,0.0720837077813233
"98",2007-01-06,10.922,15.5555555555556,10.5555555555556,2007-01-06,15.5555555555556,10.5555555555556,10.922,10.922,0,0,0,0,0,0,0.25,21262.3730874031,3693.4944282715,30368.1234593753,25917.3737217928,7556.07228540226,4790.16696948016,0.923605784627143,0.766926668911656
"99",2007-01-07,0.254,16.6666666666667,1.66666666666667,2007-01-07,16.6666666666667,1.66666666666667,0.254,0.254,0,0,0,0,0,0,0.25,10174.3330972881,6155.92112153338,23848.9749970577,25917.3737217928,5305.32734932499,598.704351164862,0.766111602036362,0.00141468583136095
