"","DS","Pmm","TxC","TnC","Date","MaxT_C","MinT_C","Precip_mm","Rain_mm","SnowfallWatEq_mm","SnowMelt_mm","NewSnow_m","SnowDepth_m","SnowWaterEq_mm","SnowTemp","Albedo","NetEnergy","S","La","Lt","H","E","AE","cloudiness"
"14",2006-10-14,0,10,-1.11111111111111,2006-10-14,10,-1.11111111111111,0,0,0,0,0,0,0,0,0.25,8705.79491670904,9940.17499472719,22309.1423530215,25917.3737217928,2572.27992694545,-371.42863619231,0.766641795907449,0.112775124777834
"15",2006-10-15,0,10,1.11111111111111,2006-10-15,10,1.11111111111111,0,0,0,0,0,0,0,0,0.25,11095.7079785183,9205.3018777071,24026.0154035243,25917.3737217928,3215.34990868181,393.41451039787,0.812560463397152,0.305771014565956
"16",2006-10-16,0,10,-3.33333333333333,2006-10-16,10,-3.33333333333333,0,0,0,0,0,0,0,0,0.25,6387.88051574496,9947.81258759136,21307.7020503633,25917.3737217928,1929.20994520909,-1052.470345626,0.744063013387215,0.0334373721543755
"17",2006-10-17,0.254,15.5555555555556,2.22222222222222,2006-10-17,15.5555555555556,2.22222222222222,0.254,0.254,0,0,0,0,0,0,0.25,13968.3183236148,9822.5304353695,23926.2177551569,25917.3737217928,5144.5598538909,809.901334323669,0.771623691919442,0.0362832588022129
"18",2006-10-18,10.668,15.5555555555556,8.33333333333333,2006-10-18,15.5555555555556,8.33333333333333,10.668,10.668,0,0,0,0,0,0,0.25,21830.2471567108,8004.80731434341,28555.9994413115,25917.3737217928,6913.00230366589,3565.63381918279,0.882103869265057,0.553314612013161
"19",2006-10-19,0,13.8888888888889,10.5555555555556,2006-10-19,13.8888888888889,10.5555555555556,0,0,0,0,0,0,0,0,0.25,20894.0185930941,3413.7495047181,31360.7060415886,25917.3737217928,7073.76979909998,4790.16696948016,0.964977777777778,1
"20",2006-10-20,30.988,21.1111111111111,6.66666666666667,2006-10-20,21.1111111111111,6.66666666666667,30.988,30.988,0,0,0,0,0,0,0.25,22689.0654483626,9504.74585689728,26352.8899183765,25917.3737217928,8038.37477170453,2729.79528984384,0.792225569220292,0.0157244144883947
"21",2006-10-21,20.828,7.22222222222222,2.77777777777778,2006-10-21,7.22222222222222,2.77777777777778,20.828,20.828,0,0,0,0,0,0,0.25,11450.0369993457,4958.64423268269,27877.4157277905,25917.3737217928,2893.81491781363,1027.14784285162,0.950365860925684,0.958757520661457
"22",2006-10-22,0,9.44444444444444,3.33333333333333,2006-10-22,9.44444444444444,3.33333333333333,0,0,0,0,0,0,0,0,0.25,12760.2605192971,6762.26323165917,26794.1296582449,25917.3737217928,3697.65239498408,1250.58895620172,0.895426495537079,0.688603668657661
"23",2006-10-23,1.016,12.2222222222222,3.33333333333333,2006-10-23,12.2222222222222,3.33333333333333,1.016,1.016,0,0,0,0,0,0,0.25,13259.9282754664,8315.86182732937,24903.1720082403,25917.3737217928,4501.48987215454,1250.58895620172,0.815905318164264,0.281516273578219
"24",2006-10-24,0,6.66666666666667,1.66666666666667,2006-10-24,6.66666666666667,1.66666666666667,0,0,0,0,0,0,0,0,0.25,9460.95107243477,5460.94269792768,26734.1653136237,25917.3737217928,2411.51243151136,598.704351164862,0.922389823455636,0.833975609197533
"25",2006-10-25,4.064,4.44444444444444,2.77777777777778,2006-10-25,4.44444444444444,2.77777777777778,4.064,4.064,0,0,0,0,0,0,0.25,5872.94922123702,891.440907940779,27547.1194182609,25917.3737217928,2089.97744064318,1027.14784285162,0.958088888888889,1
"26",2006-10-26,3.302,7.22222222222222,1.66666666666667,2006-10-26,7.22222222222222,1.66666666666667,3.302,3.302,0,0,0,0,0,0,0.25,9539.2227753731,5915.97328204304,26135.0016036792,25917.3737217928,2572.27992694545,598.704351164862,0.898115411540016,0.719950073819859
"27",2006-10-27,0.254,5,-3.33333333333333,2006-10-27,5,-3.33333333333333,0.254,0.254,0,0,0,0,0,0,0.25,3300.86111814649,7696.36314362863,21918.1505556344,25917.3737217928,482.302486302272,-1052.470345626,0.793684061292602,0.300031914656605
"28",2006-10-28,10.414,8.88888888888889,-2.22222222222222,2006-10-28,8.88888888888889,-2.22222222222222,10.414,10.414,0,0,0,0,0,0,0.25,5469.84026594605,8323.92654165807,21537.1983829932,25917.3737217928,1929.20994520909,-721.916882121488,0.752077004403904,0.0696669879621939
"29",2006-10-29,4.064,11.1111111111111,3.33333333333333,2006-10-29,11.1111111111111,3.33333333333333,4.064,4.064,0,0,0,0,0,0,0.25,12097.2392061407,7259.58467321745,25028.2097505613,25917.3737217928,4179.95488128635,1250.58895620172,0.826517102267329,0.343667382799632
"30",2006-10-30,0.254,6.66666666666667,-1.11111111111111,2006-10-30,6.66666666666667,-1.11111111111111,0.254,0.254,0,0,0,0,0,0,0.25,5614.80762807905,7169.6538517396,22950.3178466503,25917.3737217928,1607.67495434091,-371.42863619231,0.807893368502342,0.331066863764331
"31",2006-10-31,0,15,2.77777777777778,2006-10-31,15,2.77777777777778,0,0,0,0,0,0,0,0,0.25,12398.2161679041,8149.18693487817,23821.6952580762,25917.3737217928,5144.5598538909,1027.14784285162,0.768252827543328,0.019247219165516
"32",2006-11-01,0.762,20,2.77777777777778,2006-11-01,20,2.77777777777778,0.762,0.762,0,0,0,0,0,0,0.25,15027.922792117,8160.45474804599,24956.7776102144,25917.3737217928,6591.46731279771,1027.14784285162,0.776958067017795,7.2705426172659e-05
"33",2006-11-02,1.524,12.2222222222222,0.555555555555556,2006-11-02,12.2222222222222,0.555555555555556,1.524,1.524,0,0,0,0,0,0,0.25,8756.42701004953,7894.71031887497,22673.6519269056,25917.3737217928,3697.65239498408,193.892091077625,0.757725253437715,0.0277434442166267
"34",2006-11-03,0.508,6.66666666666667,-2.77777777777778,2006-11-03,6.66666666666667,-2.77777777777778,0.508,0.508,0,0,0,0,0,0,0.25,3234.83782215659,7406.67557773319,21332.6389710683,25917.3737217928,1125.37246803863,-889.624139557459,0.76008380083759,0.133731810080903
"35",2006-11-04,0,4.44444444444444,-6.11111111111111,2006-11-04,4.44444444444444,-6.11111111111111,0,0,0,0,0,0,0,0,0.25,-822.141287762174,7551.16005352285,19651.2661790903,25917.3737217928,-482.302486302271,-1797.89131228024,0.729168945946124,0.0558676690942228
"36",2006-11-05,0,4.44444444444444,-2.22222222222222,2006-11-05,4.44444444444444,-2.22222222222222,0,0,0,0,0,0,0,0,0.25,3202.05215491956,6067.46483036172,22957.8079467357,25917.3737217928,643.069981736362,-721.916882121488,0.827970360258022,0.444251610912956
"37",2006-11-06,0.0254,7.22222222222222,0,2006-11-06,7.22222222222222,0,0.0254,0.0254,0,0,0,0,0,0,0.25,6093.06218154307,6317.17885480154,23429.8943745578,25917.3737217928,2089.97744064318,0,0.814891790581322,0.349202704252837
"38",2006-11-07,0,15.5555555555556,2.77777777777778,2006-11-07,15.5555555555556,2.77777777777778,0,0,0,0,0,0,0,0,0.25,12012.5465523709,7532.60041189479,23891.8446700923,25917.3737217928,5305.32734932499,1027.14784285162,0.767488724277103,0.00841581567752625
"39",2006-11-08,3.302,11.1111111111111,6.66666666666667,2006-11-08,11.1111111111111,6.66666666666667,3.302,3.302,0,0,0,0,0,0,0.25,15167.9851191361,3971.87871847711,28942.8503120504,25917.3737217928,5144.5598538909,2729.79528984384,0.933410756392645,0.853940255802902
"40",2006-11-09,1.016,13.3333333333333,9.44444444444444,2006-11-09,13.3333333333333,9.44444444444444,1.016,1.016,0,0,0,0,0,0,0.25,19091.6732301477,3301.85267529229,30732.5467037537,25917.3737217928,6591.46731279771,4161.58159343005,0.95677015896915,0.959752968464895
"41",2006-11-10,0.0254,18.8888888888889,5.55555555555556,2006-11-10,18.8888888888889,5.55555555555556,0.0254,0.0254,0,0,0,0,0,0,0.25,16289.9583199687,7309.83525392464,25440.1257573887,25917.3737217928,7073.76979909998,2209.2973646815,0.782799851100182,0.00918459022337559
"42",2006-11-11,0,11.1111111111111,1.66666666666667,2006-11-11,11.1111111111111,1.66666666666667,0,0,0,0,0,0,0,0,0.25,8717.54832235142,6749.26351896855,23416.3017790267,25917.3737217928,3697.65239498408,598.704351164862,0.782543688034313,0.146852872771727
"43",2006-11-12,27.432,16.6666666666667,2.22222222222222,2006-11-12,16.6666666666667,2.22222222222222,27.432,27.432,0,0,0,0,0,0,0.25,12806.4895850825,7187.88481665688,23998.8463111356,25917.3737217928,5466.09484475908,809.901334323669,0.767900912955081,0.00347097203985103
"44",2006-11-13,1.778,3.33333333333333,2.22222222222222,2006-11-13,3.33333333333333,2.22222222222222,1.778,1.778,0,0,0,0,0,0,0.25,4192.7676756849,300.746917928145,27198.0748575516,25917.3737217928,1607.67495434091,809.901334323669,0.957422222222222,1
"45",2006-11-14,6.35,6.66666666666667,3.33333333333333,2006-11-14,6.66666666666667,3.33333333333333,6.35,6.35,0,0,0,0,0,0,0.25,9165.0887910409,2495.15800551683,28136.5506333015,25917.3737217928,2893.81491781363,1250.58895620172,0.9592,1
"46",2006-11-15,3.048,7.77777777777778,6.11111111111111,2006-11-15,7.77777777777778,6.11111111111111,3.048,3.048,0,0,0,0,0,0,0.25,10503.7365341115,695.94474635635,28978.0936237109,25917.3737217928,4019.18738585226,2465.98449998478,0.960755555555556,1
"47",2006-11-16,0.762,15,6.66666666666667,2006-11-16,15,6.66666666666667,0.762,0.762,0,0,0,0,0,0,0.25,15507.5160455439,6099.93215461855,26117.5590009447,25917.3737217928,6269.93232192953,2729.79528984384,0.819473624667267,0.238834781236693
"48",2006-11-17,18.796,18.3333333333333,10,2006-11-17,18.3333333333333,10,18.796,18.796,0,0,0,0,0,0,0.25,21960.9174942085,6039.53909041907,27876.5445477102,25917.3737217928,8199.14226713862,4471.70331073341,0.834795516569019,0.250211629116026
"49",2006-11-18,0.508,11.1111111111111,2.77777777777778,2006-11-18,11.1111111111111,2.77777777777778,0.508,0.508,0,0,0,0,0,0,0.25,9566.92225163838,5981.10760004655,24269.0364780141,25917.3737217928,4019.18738585226,1027.14784285162,0.804628900955511,0.242226235560375
"50",2006-11-19,1.27,4.44444444444444,2.22222222222222,2006-11-19,4.44444444444444,2.22222222222222,1.27,1.27,0,0,0,0,0,0,0.25,5621.7346851072,1178.82861175567,27430.3885156116,25917.3737217928,1929.20994520909,809.901334323669,0.957866666666667,1
"51",2006-11-20,4.318,2.77777777777778,-1.11111111111111,2006-11-20,2.77777777777778,-1.11111111111111,4.318,4.318,0,0,0,0,0,0,0.25,3463.60051554562,2947.20403524038,26134.7833519881,25917.3737217928,482.302486302272,-371.42863619231,0.946373688745191,0.959029011991907
"52",2006-11-21,2.032,1.11111111111111,-1.66666666666667,2006-11-21,1.11111111111111,-1.66666666666667,2.032,0,2.032,2.032,0.0203087173792338,0,0,0,0.656015446921202,1224.13745063065,1731.08926312469,25947.4159401609,25917.3737217928,-160.767495434091,-549.226535428016,0.954977777777778,1
"53",2006-11-22,0,2.22222222222222,-7.22222222222222,2006-11-22,2.22222222222222,-7.22222222222222,0,0,0,0,0,0,0,0,0.596015446921202,-7055.63550829182,2776.0537784286,19425.6333122647,25917.3737217928,-1446.90745890681,-2066.04141828551,0.738706103478438,0.12700896816621
"54",2006-11-23,0,6.11111111111111,-6.66666666666667,2006-11-23,6.11111111111111,-6.66666666666667,0,0,0,0,0,0,0,0,0.536015446921202,-4778.00466472977,3447.92859781046,19613.210288963,25917.3737217928,-160.767495434091,-1934.00233427636,0.721851456038517,0.0137089758598478
"55",2006-11-24,0,6.11111111111111,-4.44444444444444,2006-11-24,6.11111111111111,-4.44444444444444,0,0,0,0,0,0,0,0,0.476015446921202,-2354.93658491453,3800.23249972441,20470.9579776617,25917.3737217928,482.302486302271,-1364.05582681013,0.741279380530767,0.0738572026935705
"56",2006-11-25,0.0254,7.77777777777778,-4.44444444444444,2006-11-25,7.77777777777778,-4.44444444444444,0.0254,0.0254,0,0,0,0,0,0,0.416015446921202,-1279.30779001042,4376.48019836163,20487.8587876263,25917.3737217928,964.604972604543,-1364.05582681013,0.732938470304772,0.0201802671842179
"57",2006-11-26,0.508,11.6666666666667,2.77777777777778,2006-11-26,11.6666666666667,2.77777777777778,0.508,0.508,0,0,0,0,0,0,0.356015446921202,8014.28890080592,4467.06490290964,24069.0856622178,25917.3737217928,4179.95488128635,1027.14784285162,0.794843543906061,0.189061663496341
"58",2006-11-27,0,15,2.22222222222222,2006-11-27,15,2.22222222222222,0,0,0,0,0,0,0,0,0.296015446921202,9015.39080835647,5329.36819114929,23636.7026462195,25917.3737217928,4983.79235845681,809.901334323669,0.765295675891789,0.0112550008519532
"59",2006-11-28,0,16.1111111111111,3.33333333333333,2006-11-28,16.1111111111111,3.33333333333333,0,0,0,0,0,0,0,0,0.25,11117.8936806716,5785.6365282077,24199.1795778618,25917.3737217928,5626.86234019317,1250.58895620172,0.771275679052404,0.0137089758598478
"60",2006-11-29,0,14.4444444444444,7.22222222222222,2006-11-29,14.4444444444444,7.22222222222222,0,0,0,0,0,0,0,0,0.25,15800.2884523964,5075.42000535508,27198.4151814826,25917.3737217928,6269.93232192953,3000.8946654219,0.853386944513788,0.417608212161948
"61",2006-11-30,0,13.8888888888889,10,2006-11-30,13.8888888888889,10,0,0,0,0,0,0,0,0,0.25,19506.3582533768,2729.33324770061,31136.6931130697,25917.3737217928,6913.00230366589,4471.70331073341,0.961822314347826,0.984147498426972
"62",2006-12-01,3.81,16.1111111111111,5,2006-12-01,16.1111111111111,5,3.81,3.81,0,0,0,0,0,0,0.25,13343.3213848687,5918.64607716107,24931.4023087215,25917.3737217928,6109.16482649544,1959.5718942834,0.785322885193533,0.0657270734321813
"63",2006-12-02,5.334,19.4444444444444,2.22222222222222,2006-12-02,19.4444444444444,2.22222222222222,5.334,5.334,0,0,0,0,0,0,0.25,12317.6392757957,6064.18127191246,24675.3010694229,25917.3737217928,6269.93232192953,809.901334323669,0.7742208376512,0.000285561331223039
"64",2006-12-03,0,2.22222222222222,-3.33333333333333,2006-12-03,2.22222222222222,-3.33333333333333,0,0,0,0,0,0,0,0,0.25,946.016957658323,4057.7119818784,24006.6840340669,25917.3737217928,-321.534990868181,-1052.470345626,0.887155327115972,0.715407402022522
"65",2006-12-04,1.016,5.55555555555556,-5,2006-12-04,5.55555555555556,-5,1.016,1.016,0,0,0,0,0,0,0.25,-921.960784257024,5761.22195929356,20412.2654974146,25917.3737217928,160.76749543409,-1513.02734793986,0.745176377720938,0.101641456339765
"66",2006-12-05,0.0254,-1.11111111111111,-6.66666666666667,2006-12-05,-1.11111111111111,-6.66666666666667,0.0254,0,0.0254,0.0254,0.000289367088607595,0,0,-6.66666666666667,0.258400806856792,5149.70067923233,4019.83664142631,22828.764144852,23479.5750613868,1607.67495434091,0,0.88615874980178,0.737887069624534
"67",2006-12-06,0,-0.555555555555556,-7.77777777777778,2006-12-06,-0.555555555555556,-7.77777777777778,0,0,0,0,0,0,0,0,0.25,-4450.56176456089,4838.47639833745,21060.9603662985,25917.3737217928,-2411.51243151136,-2194.11237589267,0.820917190802387,0.481798670897191
"68",2006-12-07,0.254,5.55555555555556,-2.22222222222222,2006-12-07,5.55555555555556,-2.22222222222222,0.254,0.254,0,0,0,0,0,0,0.25,2552.25816292855,5082.13462877687,22970.0311654614,25917.3737217928,964.604972604543,-721.916882121488,0.821736408854699,0.409303573713257
"69",2006-12-08,2.032,1.11111111111111,-12.2222222222222,2006-12-08,1.11111111111111,-12.2222222222222,2.032,0,2.032,0,0.0247469553450609,0.0247469553450609,2.032,0,0.708715978916263,-8639.05057999469,5886.58914090807,17521.6789445084,25917.3737217928,-3215.34990868181,-3087.59503493661,0.697244322126755,0.0194253477483234
"70",2006-12-09,0,-4.44444444444444,-10,2006-12-09,-4.44444444444444,-10,0,0,0,0,0,0.0194432530569552,2.032,-2.02452441413449,0.648715978916263,-7383.74469318057,1539.13240095097,21607.5861880212,25687.55254177,-3008.2350910663,-2007.67564931653,0.88158253097848,0.744515348065246
"71",2006-12-10,0,3.88888888888889,-4.44444444444444,2006-12-10,3.88888888888889,-4.44444444444444,0,0,0,2.032,0,0,0,-3.75487328299008,0.588715978916263,965.6203328617,2439.09430711748,21570.7018147364,25038.397552546,2012.41416872922,-191.192405175475,0.79389565926912,0.318507466470212
"72",2006-12-11,0,10.5555555555556,-2.22222222222222,2006-12-11,10.5555555555556,-2.22222222222222,0,0,0,0,0,0,0,0,0.528715978916263,782.53848275331,3189.41443690538,21647.9022182508,25917.3737217928,2411.51243151136,-721.916882121488,0.746902118357955,0.0278768260203111
"73",2006-12-12,0,6.66666666666667,0.555555555555556,2006-12-12,6.66666666666667,0.555555555555556,0,0,0,0,0,0,0,0,0.468715978916263,4478.37784478265,2687.82107385163,25251.060961003,25917.3737217928,2089.97744064318,193.892091077625,0.878231969450703,0.637068992100351
"74",2006-12-13,1.27,11.6666666666667,2.22222222222222,2006-12-13,11.6666666666667,2.22222222222222,1.27,1.27,0,0,0,0,0,0,0.408715978916263,6775.65936071136,3850.61591461976,23803.2867810418,25917.3737217928,4019.18738585226,809.901334323669,0.789187180921234,0.167278557024809
"75",2006-12-14,0,11.6666666666667,-0.555555555555556,2006-12-14,11.6666666666667,-0.555555555555556,0,0,0,0,0,0,0,0,0.348715978916263,4118.69042970452,4540.50470115317,22295.605804096,25917.3737217928,3215.34990868181,-188.396262433639,0.75403796591419,0.0295477728276222
"76",2006-12-15,0,13.8888888888889,5,2006-12-15,13.8888888888889,5,0,0,0,0,0,0,0,0,0.288715978916263,11626.758749773,4612.27458816724,25333.191144356,25917.3737217928,5466.09484475908,1959.5718942834,0.810596490998405,0.221825445497014
"77",2006-12-16,0.0254,13.3333333333333,3.33333333333333,2006-12-16,13.3333333333333,3.33333333333333,0.0254,0.0254,0,0,0,0,0,0,0.25,9729.89371462532,5236.05526826602,24163.7093489276,25917.3737217928,4823.02486302272,1250.58895620172,0.785449961095903,0.118797674471713
"78",2006-12-17,0.0254,8.33333333333333,-1.11111111111111,2006-12-17,8.33333333333333,-1.11111111111111,0.0254,0.0254,0,0,0,0,0,0,0.25,3540.05941897813,5427.06800064152,22138.4311023452,25917.3737217928,2089.97744064318,-371.42863619231,0.769974694433157,0.145065015350409
"79",2006-12-18,4.064,13.3333333333333,6.11111111111111,2006-12-18,13.3333333333333,6.11111111111111,4.064,4.064,0,0,0,0,0,0,0.25,13961.35624729,4800.55636385442,26646.3800983838,25917.3737217928,5626.86234019317,2465.98449998478,0.849272796151767,0.414997522075062
"80",2006-12-19,0.762,6.66666666666667,-2.77777777777778,2006-12-19,6.66666666666667,-2.77777777777778,0.762,0.762,0,0,0,0,0,0,0.25,1378.46416876574,5435.81553624335,21445.051025834,25917.3737217928,1125.37246803863,-889.624139557459,0.764089052225481,0.151373498766371
"81",2006-12-20,0,2.22222222222222,-5.55555555555556,2006-12-20,2.22222222222222,-5.55555555555556,0,0,0,0,0,0,0,0,0.25,-2179.81515354414,5016.67643636449,21170.0894795493,25917.3737217928,-964.604972604543,-1657.60237506058,0.795209541121019,0.344933420538202
"82",2006-12-21,0,7.22222222222222,-2.77777777777778,2006-12-21,7.22222222222222,-2.77777777777778,0,0,0,0,0,0,0,0,0.25,1590.38894904347,5548.87156095371,21389.3752859673,25917.3737217928,1286.13996347272,-889.624139557459,0.759036588300069,0.123637000541431
"83",2006-12-22,0.254,7.77777777777778,-5.55555555555556,2006-12-22,7.77777777777778,-5.55555555555556,0.254,0.254,0,0,0,0,0,0,0.25,-711.753994412782,5853.81872162073,20192.1480657501,25917.3737217928,643.069981736362,-1657.60237506058,0.728227196044629,0.0115889552735982
"84",2006-12-23,8.636,9.44444444444444,1.11111111111111,2006-12-23,9.44444444444444,1.11111111111111,8.636,8.636,0,0,0,0,0,0,0.25,6843.83370456111,5221.06276287979,23727.7164064952,25917.3737217928,3054.58241324772,393.41451039787,0.805677443995167,0.278306470534868
"85",2006-12-24,0.254,10.5555555555556,3.33333333333333,2006-12-24,10.5555555555556,3.33333333333333,0.254,0.254,0,0,0,0,0,0,0.25,9847.76743105074,4858.52881618723,25456.427661269,25917.3737217928,4019.18738585226,1250.58895620172,0.843996317278454,0.4332992803247
"86",2006-12-25,0.0254,7.77777777777778,-5,2006-12-25,7.77777777777778,-5,0.0254,0.0254,0,0,0,0,0,0,0.25,-203.994263977909,5881.33891563151,20368.0822462861,25917.3737217928,803.837477170453,-1513.02734793986,0.731605413330915,0.020321038598185
"87",2006-12-26,13.97,5,-4.44444444444444,2006-12-26,5,-4.44444444444444,13.97,13.97,0,0,0,0,0,0,0.25,-611.705889891875,5535.24395435263,20784.413875591,25917.3737217928,160.76749543409,-1364.05582681013,0.758762139696222,0.159691998891895
"88",2006-12-27,4.318,3.33333333333333,-1.66666666666667,2006-12-27,3.33333333333333,-1.66666666666667,4.318,4.318,0,0,0,0,0,0,0.25,2934.33939694923,3617.83528040416,25112.6888874636,25917.3737217928,482.302486302272,-549.226535428016,0.909362350422218,0.799290823286798
"89",2006-12-28,0.254,0.555555555555556,-2.77777777777778,2006-12-28,0.555555555555556,-2.77777777777778,0.254,0,0.254,0.254,0.00261257142857143,0,0,0,0.322436276649155,468.944402512997,2131.83499566372,25614.1772499359,25917.3737217928,-643.069981736362,-889.624139557459,0.954311111111111,1
"90",2006-12-29,0,4.44444444444444,-2.22222222222222,2006-12-29,4.44444444444444,-2.22222222222222,0,0,0,0,0,0,0,0,0.262436276649155,1756.11560271188,4253.06912133394,23326.2671035559,25917.3737217928,643.069981736362,-721.916882121488,0.841258791867891,0.501893737618577
"91",2006-12-30,0,2.77777777777778,-2.77777777777778,2006-12-30,2.77777777777778,-2.77777777777778,0,0,0,0,0,0,0,0,0.25,1432.55651928315,4011.36651288676,24055.1878677466,25917.3737217928,0,-889.624139557459,0.88174167335264,0.687677182621768
"92",2006-12-31,0,4.44444444444444,-1.66666666666667,2006-12-31,4.44444444444444,-1.66666666666667,0,0,0,0,0,0,0,0,0.25,2882.15270931189,4456.63835197321,23915.277137389,25917.3737217928,803.837477170453,-549.226535428016,0.859017849764092,0.575817782239418
"93",2007-01-01,1.778,6.11111111111111,-1.66666666666667,2007-01-01,6.11111111111111,-1.66666666666667,1.778,1.778,0,0,0,0,0,0,0.25,2809.27599891442,5122.38339838044,22677.7582276154,25917.3737217928,1286.13996347272,-549.226535428016,0.804756941483744,0.326058871189341
"94",2007-01-02,1.27,10.5555555555556,0,2007-01-02,10.5555555555556,0,1.27,1.27,0,0,0,0,0,0,0.25,5571.23623399081,5761.22195929356,22471.6539165757,25917.3737217928,3054.58241324772,0,0.763027692158975,0.0781042243940818
"95",2007-01-03,0,5,-4.44444444444444,2007-01-03,5,-4.44444444444444,0,0,0,0,0,0,0,0,0.25,-629.259528894664,5610.53840650207,20707.8641177721,25917.3737217928,160.76749543409,-1364.05582681013,0.755967590935619,0.147751183791754
"96",2007-01-04,0,11.1111111111111,0,2007-01-04,11.1111111111111,0,0,0,0,0,0,0,0,0,0.25,5792.41524177402,5885.66482170841,22435.7742331766,25917.3737217928,3215.34990868181,0,0.758778465817087,0.0519226937034722
"97",2007-01-05,0,14.4444444444444,3.88888888888889,2007-01-05,14.4444444444444,3.88888888888889,0,0,0,0,0,0,0,0,0.25,11175.3764036363,5852.3511580142,24281.6991331955,25917.3737217928,5305.32734932499,1480.37248489439,0.78001219865392,0.0720837077813233
"98",2007-01-06,10.922,15.5555555555556,10.5555555555556,2007-01-06,15.5555555555556,10.5555555555556,10.922,10.922,0,0,0,0,0,0,0.25,21282.5136991833,3713.63504005172,30368.1234593753,25917.3737217928,7556.07228540226,4790.16696948016,0.923605784627143,0.766926668911656
"99",2007-01-07,0.254,16.6666666666667,1.66666666666667,2007-01-07,16.6666666666667,1.66666666666667,0.254,0.254,0,0,0,0,0,0,0.25,10207.6935303228,6189.28155456803,23848.9749970577,25917.3737217928,5305.32734932499,598.704351164862,0.766111602036362,0.00141468583136095
