"","DS","Pmm","TxC","TnC","Date","MaxT_C","MinT_C","Precip_mm","Rain_mm","SnowfallWatEq_mm","SnowMelt_mm","NewSnow_m","SnowDepth_m","SnowWaterEq_mm","SnowTemp","Albedo","NetEnergy","S","La","Lt","H","E","AE","cloudiness"
"17","2009-05-08",0.254,16.67,9.44,"2009-05-08",16.67,9.44,0.254,0.254,0,0,0,0,0,0,0.25,33370.8140051954,16466.8524959449,30919.5236491168,25917.3737217928,7555.75075041139,4159.13375751504,0.94038318026531,0.859949216690838
"18","2009-05-09",2.794,23.33,11.11,"2009-05-09",23.33,11.11,2.794,2.794,0,0,0,0,0,0,0.25,39391.8619867466,19829.8203545205,30021.5470501259,25917.3737217928,9966.29857695014,5116.49647094281,0.861826943018642,0.342143366847434
"19","2009-05-10",0.254,23.89,8.33,"2009-05-10",23.89,8.33,0.254,0.254,0,0,0,0,0,0,0.25,35500.7481171376,20252.4324972356,28087.7378972561,25917.3737217928,9323.87166519551,3563.89363124321,0.818754635307174,0.108659738728969
"20","2009-05-11",0,11.11,1.67,"2009-05-11",11.11,1.67,0,0,0,0,0,0,0,0,0.25,23658.2411004097,18854.7464374867,26249.6191428288,25917.3737217928,3698.29546496582,599.9537769212,0.877215691563197,0.601192595402221
"21","2009-05-12",0,15,-1.67,"2009-05-12",15,-1.67,0,0,0,0,0,0,0,0,0.25,21016.137473583,20393.3953317923,23059.93836069,25917.3737217928,3857.45528544557,-550.277782552116,0.767598855297552,0.068886935757729
"22","2009-05-13",0,17.22,-0.56,"2009-05-13",17.22,-0.56,0,0,0,0,0,0,0,0,0.25,22932.6462413347,20392.3705135057,23653.4354276691,25917.3737217928,4821.09565307751,-189.88163112477,0.768899727196357,0.0362098913979916
"23","2009-05-14",2.794,21.11,2.22,"2009-05-14",21.11,2.22,2.794,2.794,0,0,0,0,0,0,0.25,27466.182863319,20337.356368515,25175.9989797882,25917.3737217928,6751.2702032592,809.044591549374,0.780749588293978,0.0130209299004749
"24","2009-05-15",2.54,18.89,4.44,"2009-05-15",18.89,4.44,2.54,2.54,0,0,0,0,0,0,0.25,29209.656522565,20625.6824174675,25737.9027769683,25917.3737217928,6751.2702032592,1714.73262666282,0.798175159317449,0.106602648221867
"25","2009-05-16",0.254,21.67,6.67,"2009-05-16",21.67,6.67,0.254,0.254,0,0,0,0,0,0,0.25,32867.19439479,20726.0835603246,26937.8965380507,25917.3737217928,8201.07147708383,2731.39998512366,0.806649196487066,0.0899286026608026
"26","2009-05-17",22.606,25,5,"2009-05-17",25,5,22.606,22.606,0,0,0,0,0,0,0.25,33587.1659301191,20374.654119028,26891.6908851595,25917.3737217928,8681.44475344089,1959.5718942834,0.796032284730506,0.00599468484614318
"27","2009-05-18",0,12.22,0.56,"2009-05-18",12.22,0.56,0,0,0,0,0,0,0,0,0.25,22840.2143348138,20384.4815933517,24306.3452500474,25917.3737217928,3698.29546496582,195.465748241603,0.812274926423808,0.289519808908572
"28","2009-05-19",0,13.33,-2.22,"2009-05-19",13.33,-2.22,0,0,0,0,0,0,0,0,0.25,20217.5032959854,20948.9001138429,22519.1846594558,25917.3737217928,3215.02837369094,-721.236129211446,0.761605477871612,0.0652784403174248
"29","2009-05-20",0,23.33,4.44,"2009-05-20",23.33,4.44,0,0,0,0,0,0,0,0,0.25,31099.3163936055,20766.4550232441,26326.3784387229,25917.3737217928,8036.12402676845,1714.73262666282,0.791471445192117,0.0115694848691907
"30","2009-05-21",0,28.33,7.22,"2009-05-21",28.33,7.22,0,0,0,0,0,0,0,0,0.25,36355.6759759551,20401.634794221,28411.1073431813,25917.3737217928,10287.5120328275,2999.79552751816,0.809393434697427,0.00322921733736325
"31","2009-05-22",0,30.56,11.67,"2009-05-22",30.56,11.67,0,0,0,0,0,0,0,0,0.25,43234.3383568501,20893.214139929,30410.007149312,25917.3737217928,12220.580397927,5454.91039147498,0.827690425852649,0.0144380915023445
"32","2009-05-23",0,25.56,7.22,"2009-05-23",25.56,7.22,0,0,0,0,0,0,0,0,0.25,35524.2688054489,21028.4019727913,27754.5197263392,25917.3737217928,9485.92530059308,2999.79552751816,0.805917975166532,0.0238514514524463
"33","2009-05-24",5.588,27.78,12.22,"2009-05-24",27.78,12.22,5.588,5.588,0,0,0,0,0,0,0.25,43505.1158166485,21264.3357876026,30144.4075769308,25917.3737217928,11575.2596712545,5796.09450265331,0.833008901186307,0.0860377062586434
"34","2009-05-25",0,23.33,8.33,"2009-05-25",23.33,8.33,0,0,0,0,0,0,0,0,0.25,36194.1789498686,21312.1312422649,27900.7097683553,25917.3737217928,9161.81802979795,3563.89363124321,0.816457847169143,0.10258690546809
"35","2009-05-26",0,20.56,0,"2009-05-26",20.56,0,0,0,0,0,0,0,0,0,0.25,25461.0590926938,20813.9163779831,24441.8329654787,25917.3737217928,5949.68347102482,0,0.772898598864919,0.00780422689309246
"36","2009-05-27",11.176,19.44,3.33,"2009-05-27",19.44,3.33,11.176,11.176,0,0,0,0,0,0,0.25,29411.038642186,21421.2353842608,25361.3280742404,25917.3737217928,6589.21656786164,1249.22954561601,0.789595734553163,0.0676194454841855
"37","2009-05-28",2.286,20,10.56,"2009-05-28",20,10.56,2.286,2.286,0,0,0,0,0,0,0.25,38054.1223005226,19912.318768202,30103.2237145902,25917.3737217928,8843.49838883845,4792.74881468476,0.887644835654042,0.533520650049361
"38","2009-05-29",21.336,22.22,16.11,"2009-05-29",22.22,16.11,21.336,21.336,0,0,0,0,0,0,0.25,45488.4923986414,15681.9687968228,34266.0696191244,25917.3737217928,11091.9925799796,8475.43647650726,0.957766917773746,0.917488657744937
"39","2009-05-30",2.794,19.44,9.44,"2009-05-30",19.44,9.44,2.794,2.794,0,0,0,0,0,0,0.25,36516.554084294,20353.1844882983,29221.8215656277,25917.3737217928,8357.33748264576,4159.13375751504,0.871761064771104,0.455801507694581
"40","2009-05-31",1.016,20,8.89,"2009-05-31",20,8.89,1.016,1.016,0,0,0,0,0,0,0.25,35999.5036365762,20915.9476729396,28545.8442921649,25917.3737217928,8360.23129756358,3860.21439170088,0.851535758537278,0.339829362905607
"41","2009-06-01",0,16.67,1.11,"2009-06-01",16.67,1.11,0,0,0,0,0,0,0,0,0.25,25541.286292323,21657.9558849596,24089.4914494781,25917.3737217928,5145.20292387263,393.009755805414,0.776877054387116,0.062806675294478
"42","2009-06-02",0.0254,18.33,4.44,"2009-06-02",18.33,4.44,0.0254,0.0254,0,0,0,0,0,0,0.25,29912.4996457055,21615.8579224622,25735.8516987116,25917.3737217928,6589.21656786163,1714.73262666282,0.801256096167753,0.129846870675317
"43","2009-06-03",0,18.89,8.33,"2009-06-03",18.89,8.33,0,0,0,0,0,0,0,0,0.25,34773.9192543644,20797.2038379976,28280.2313006277,25917.3737217928,7876.9642062887,3563.89363124321,0.85347608460676,0.367483821469351
"44","2009-06-04",0,17.78,3.89,"2009-06-04",17.78,3.89,0,0,0,0,0,0,0,0,0.25,28975.2944726863,21687.7161791515,25280.2165811529,25917.3737217928,6270.89692690214,1480.8385072726,0.793182266634634,0.100200147789503
"45","2009-06-05",0,20,6.11,"2009-06-05",20,6.11,0,0,0,0,0,0,0,0,0.25,32321.4423950915,21720.3255954784,26324.2757002038,25917.3737217928,7555.75075041139,2465.46407079066,0.80062378651314,0.0850965881783446
"46","2009-06-06",1.778,19.44,7.78,"2009-06-06",19.44,7.78,1.778,1.778,0,0,0,0,0,0,0.25,34049.4617831498,21314.9966771539,27219.6606262178,25917.3737217928,7876.9642062887,3280.5799592821,0.821468860301491,0.187706334049424
"47","2009-06-07",0.254,25.56,8.89,"2009-06-07",25.56,8.89,0.254,0.254,0,0,0,0,0,0,0.25,38081.9262431622,21831.323546765,28147.1940046211,25917.3737217928,9969.19239186795,3860.21439170088,0.807964367163343,0.0112945083868663
"48","2009-06-08",0.254,22.22,10.56,"2009-06-08",22.22,10.56,0.254,0.254,0,0,0,0,0,0,0.25,38488.7485831745,21368.0009527998,28568.9623848897,25917.3737217928,9485.92530059308,4792.74881468476,0.829567239673364,0.166006898650918
"49","2009-06-09",8.128,22.78,11.11,"2009-06-09",22.78,11.11,8.128,8.128,0,0,0,0,0,0,0.25,40008.5979903119,21394.3101106623,28856.5647420292,25917.3737217928,9807.13875647039,5116.49647094281,0.831527816351114,0.163400920259668
"50","2009-06-10",0,28.89,10,"2009-06-10",28.89,10,0,0,0,0,0,0,0,0,0.25,41012.1699031606,21671.6914035537,29359.1026952891,25917.3737217928,11254.0462153772,4471.70331073341,0.817477812655727,0.00164665543588904
"51","2009-06-11",0,22.78,12.22,"2009-06-11",22.78,12.22,0,0,0,0,0,0,0,0,0.25,40796.8533847416,21004.9053713542,29611.8750201792,25917.3737217928,10128.3522123477,5796.09450265331,0.846797251744992,0.243025675602922
"52","2009-06-12",26.416,23.89,16.11,"2009-06-12",23.89,16.11,26.416,26.416,0,0,0,0,0,0,0.25,48109.7798583862,18775.5379668939,32808.9754655233,25917.3737217928,11575.2596712545,8475.43647650726,0.906641423681504,0.573025288898834
"53","2009-06-13",0.762,22.22,9.44,"2009-06-13",22.22,9.44,0.762,0.762,0,0,0,0,0,0,0.25,37258.534237319,21739.9211401575,27891.3726996413,25917.3737217928,9161.81802979795,4159.13375751504,0.816184616735779,0.10096741666832
"54","2009-06-14",1.778,23.89,9.44,"2009-06-14",23.89,9.44,1.778,1.778,0,0,0,0,0,0,0.25,38167.6289269795,21959.97214605,28023.3640701344,25917.3737217928,9645.08512107283,4159.13375751504,0.810641979943609,0.0442897694626104
"55","2009-06-15",0,23.89,9.44,"2009-06-15",23.89,9.44,0,0,0,0,0,0,0,0,0.25,38043.8427505914,21970.1759123654,28013.8216814309,25917.3737217928,9645.08512107283,4159.13375751504,0.810365943817017,0.0426189193981896
"56","2009-06-16",0,23.33,7.78,"2009-06-16",23.33,7.78,0,0,0,0,0,0,0,0,0.25,35821.9921519982,22013.9848627477,27269.142842443,25917.3737217928,9002.6582093182,3280.5799592821,0.801019465404325,0.0190998087015585
"57","2009-06-17",0,23.33,10.56,"2009-06-17",23.33,10.56,0,0,0,0,0,0,0,0,0.25,39046.6230129409,21773.9376236106,28417.171539968,25917.3737217928,9807.13875647039,4792.74881468476,0.818866306809149,0.0862111845270064
"58","2009-06-18",11.43,20,12.78,"2009-06-18",20,12.78,11.43,11.43,0,0,0,0,0,0,0.25,39945.9137517594,18048.7336437746,31216.1566007339,25917.3737217928,9485.92530059308,6152.65358845059,0.906434770559915,0.628056711027249
"59","2009-06-19",9.144,20,13.89,"2009-06-19",20,13.89,9.144,9.144,0,0,0,0,0,0,0.25,39987.5715905107,16044.4665920301,32342.0128707525,25917.3737217928,9807.13875647039,6887.55775705046,0.931964132918659,0.775701744905898
"60","2009-06-20",0.762,20.56,11.67,"2009-06-20",20.56,11.67,0.762,0.762,0,0,0,0,0,0,0.25,38755.2048791364,19985.9668694239,29680.361413917,25917.3737217928,9326.76548011333,5454.91039147498,0.865119658393686,0.385302138849704
"61","2009-06-21",25.908,18.89,13.89,"2009-06-21",18.89,13.89,25.908,25.908,0,0,0,0,0,0,0.25,38661.6666906905,13289.6473761629,32959.4550746768,25917.3737217928,9485.92530059308,6887.55775705046,0.95705555557381,0.932337646660955
"62","2009-06-22",0.508,22.78,14.44,"2009-06-22",22.78,14.44,0.508,0.508,0,0,0,0,0,0,0.25,43181.3267940913,19456.0391926107,31393.2068854087,25917.3737217928,10770.7791241023,7265.96901776239,0.88416013851529,0.452821218528571
"63","2009-06-23",0.0254,23.33,10,"2009-06-23",23.33,10,0.0254,0.0254,0,0,0,0,0,0,0.25,38319.9608886198,21854.4914676564,28091.27688875,25917.3737217928,9645.08512107283,4471.70331073341,0.812606518591014,0.0561811460229555
"64","2009-06-24",0,24.44,10.56,"2009-06-24",24.44,10.56,0,0,0,0,0,0,0,0,0.25,39562.7236325868,21912.1987697717,28473.7975575754,25917.3737217928,10128.3522123477,4792.74881468476,0.814252170862777,0.0417573955644827
"65","2009-06-25",0,28.33,12.78,"2009-06-25",28.33,12.78,0,0,0,0,0,0,0,0,0.25,44359.5243835038,21983.325569438,30071.4458202762,25917.3737217928,11896.4731271318,6152.65358845059,0.824732504272244,0.013149173247915
"66","2009-06-26",17.78,30.56,13.89,"2009-06-26",30.56,13.89,17.78,17.78,0,0,0,0,0,0,0.25,48634.8596350123,21938.7972063305,31030.1969837425,25917.3737217928,12863.0073096816,6887.55775705046,0.831952956460635,0.00583663924877553
"67","2009-06-27",5.334,24.44,13.33,"2009-06-27",24.44,13.33,5.334,5.334,0,0,0,0,0,0,0.25,43394.4886641809,21240.289926209,30033.5065699191,25917.3737217928,10929.9389445821,6512.05006726353,0.842685489294535,0.181292952371557
"68","2009-06-28",0.254,22.22,12.22,"2009-06-28",22.22,12.22,0.254,0.254,0,0,0,0,0,0,0.25,40392.1325886184,20692.5617473679,29663.1811874399,25917.3737217928,9966.29857695014,5796.09450265331,0.851539353394923,0.27898127038313
"69","2009-06-29",4.318,26.67,14.44,"2009-06-29",26.67,14.44,4.318,4.318,0,0,0,0,0,0,0.25,45948.6941130409,21548.797801299,30609.0506306404,25917.3737217928,11896.4731271318,7265.96901776239,0.839476729216078,0.112190779921127
"70","2009-06-30",5.588,24.44,15.56,"2009-06-30",24.44,15.56,5.588,5.588,0,0,0,0,0,0,0.25,46123.1049301735,19853.8812458846,31902.0998665714,25917.3737217928,11575.2596712545,8066.84586825579,0.881580873253779,0.407280907763088
"71","2009-07-01",1.27,21.67,13.33,"2009-07-01",21.67,13.33,1.27,1.27,0,0,0,0,0,0,0.25,41256.5952608713,19320.7896388503,30946.4320642026,25917.3737217928,10128.3522123477,6512.05006726353,0.88496096938887,0.479041245447556
"72","2009-07-02",13.97,24.44,15.56,"2009-07-02",24.44,15.56,13.97,13.97,0,0,0,0,0,0,0.25,46820.9610474266,19804.6328114371,31945.1164182719,25917.3737217928,11575.2596712545,8066.84586825579,0.882769590277772,0.415142792842406
"73","2009-07-03",10.414,22.78,14.44,"2009-07-03",22.78,14.44,10.414,10.414,0,0,0,0,0,0,0.25,43951.1556705164,19268.8495922692,31575.9525901752,25917.3737217928,10770.7791241023,7265.96901776239,0.889306999370545,0.485595839036061
"74","2009-07-04",4.064,22.22,15,"2009-07-04",22.22,15,4.064,4.064,0,0,0,0,0,0,0.25,43339.3109810258,17840.8812101235,32493.1179730083,25917.3737217928,10770.7791241023,7661.25602758449,0.915138099547318,0.650085326782804
"75","2009-07-05",0,20.56,7.22,"2009-07-05",20.56,7.22,0,0,0,0,0,0,0,0,0.25,33586.7168732888,21586.2475465753,26706.0296793019,25917.3737217928,8039.01784168626,2999.79552751816,0.802829299210235,0.0756482410593288
"76","2009-07-06",0,23.33,10,"2009-07-06",23.33,10,0,0,0,0,0,0,0,0,0.25,38179.0197626731,21547.9072368253,28258.6978158343,25917.3737217928,9645.08512107283,4471.70331073341,0.81744956425377,0.085496160899779
"77","2009-07-07",1.27,25.56,11.67,"2009-07-07",25.56,11.67,1.27,1.27,0,0,0,0,0,0,0.25,41420.282366335,21576.6228811945,29260.1574664382,25917.3737217928,10773.6729390201,5454.91039147498,0.824028349163597,0.0697590016596766
"78","2009-07-08",1.016,22.78,9.44,"2009-07-08",22.78,9.44,1.016,1.016,0,0,0,0,0,0,0.25,37259.1234876285,21468.9122152774,27982.8349794333,25917.3737217928,9323.87166519551,4159.13375751504,0.815696726174767,0.0904077055639166
"79","2009-07-09",0.254,20.56,7.78,"2009-07-09",20.56,7.78,0.254,0.254,0,0,0,0,0,0,0.25,34136.87313808,21333.7193309535,27050.7595365534,25917.3737217928,8201.07147708383,3280.5799592821,0.810028853355476,0.109165518911443
"80","2009-07-10",0,24.44,9.44,"2009-07-10",24.44,9.44,0,0,0,0,0,0,0,0,0.25,37850.4800002567,21517.5816057018,28113.8934172801,25917.3737217928,9804.24494155258,4159.13375751504,0.810182901539697,0.0334217293278797
"81","2009-07-11",0,26.67,15.56,"2009-07-11",26.67,15.56,0,0,0,0,0,0,0,0,0.25,46761.4966348443,20782.5281604509,31435.9159300034,25917.3737217928,12220.580397927,8066.84586825579,0.855613302404675,0.205015816626571
"82","2009-07-12",6.858,25,7.78,"2009-07-12",25,7.78,6.858,6.858,0,0,0,0,0,0,0.25,36514.7376017655,21363.3231335024,27657.1919261807,25917.3737217928,9485.92530059308,3280.5799592821,0.803091832815501,0.00686354345043305
"83","2009-07-13",0,21.11,8.33,"2009-07-13",21.11,8.33,0,0,0,0,0,0,0,0,0.25,34777.0976978624,21139.0132725478,27299.1733978208,25917.3737217928,8519.39111804332,3563.89363124321,0.811241302644242,0.101751699452299
"84","2009-07-14",0,22.22,6.11,"2009-07-14",22.22,6.11,0,0,0,0,0,0,0,0,0.25,32734.7542355814,21314.1859327687,26501.3002916488,25917.3737217928,8198.17766216601,2465.46407079066,0.793630634411717,0.0159676871821671
"85","2009-07-15",0,21.67,7.78,"2009-07-15",21.67,7.78,0,0,0,0,0,0,0,0,0.25,34283.1465786158,21184.4809614195,27040.1744467459,25917.3737217928,8522.28493296114,3280.5799592821,0.803488913507702,0.0569000808035636
"86","2009-07-16",1.016,26.11,9.44,"2009-07-16",26.11,9.44,1.016,1.016,0,0,0,0,0,0,0.25,38407.2603853177,21176.6998555037,28452.4389812643,25917.3737217928,10287.5120328275,4159.13375751504,0.81057091631071,0.0105634950369706
"87","2009-07-17",0,28.89,13.89,"2009-07-17",28.89,13.89,0,0,0,0,0,0,0,0,0.25,45325.0907954954,21135.5789942148,30666.5875476162,25917.3737217928,12379.7402184067,6887.55775705046,0.831562694800835,0.0317324665375748
"88","2009-07-18",1.778,23.33,15.56,"2009-07-18",23.33,15.56,1.778,1.778,0,0,0,0,0,0,0.25,44335.5848404588,18005.2125306625,32608.646465956,25917.3737217928,11254.0462153772,8066.84586825579,0.907958436717856,0.590977957010998
"89","2009-07-19",0,21.67,11.11,"2009-07-19",21.67,11.11,0,0,0,0,0,0,0,0,0.25,38138.0150719281,20109.8493599387,29170.1176622463,25917.3737217928,9485.92530059308,5116.49647094281,0.847023201753231,0.270934478746536
"90","2009-07-20",0,22.78,10.56,"2009-07-20",22.78,10.56,0,0,0,0,0,0,0,0,0.25,37879.4831269388,20600.4855429075,28582.6435551487,25917.3737217928,9647.97893599064,4792.74881468476,0.82676343320197,0.141739815734806
"91","2009-07-21",0,25.56,12.22,"2009-07-21",25.56,12.22,0,0,0,0,0,0,0,0,0.25,41216.5437185872,20737.1544867582,29494.8356914686,25917.3737217928,10932.8327594999,5796.09450265331,0.827514720959248,0.0838223618280779
"92","2009-07-22",0.254,25.56,12.22,"2009-07-22",25.56,12.22,0.254,0.254,0,0,0,0,0,0,0.25,41162.195998092,20666.2632876907,29491.2273180409,25917.3737217928,10932.8327594999,5796.09450265331,0.827413483503262,0.0831728291903248
"93","2009-07-23",0.254,26.11,13.33,"2009-07-23",26.11,13.33,0.254,0.254,0,0,0,0,0,0,0.25,42820.938987771,20505.2000476546,30113.8192627887,25917.3737217928,11413.206035857,6512.05006726353,0.835348937068889,0.109918471864922
"94","2009-07-24",0,25.56,17.22,"2009-07-24",25.56,17.22,0,0,0,0,0,0,0,0,0.25,47556.6904278246,18258.8042635402,33330.6763702079,25917.3737217928,12379.7402184067,9331.84329746264,0.903802779455291,0.528699243648898
"95","2009-07-25",1.778,26.67,13.33,"2009-07-25",26.67,13.33,1.778,1.778,0,0,0,0,0,0,0.25,43069.536325083,20441.5185362327,30135.729772125,25917.3737217928,11575.2596712545,6512.05006726353,0.832769099205541,0.0844517143223636
"96","2009-07-26",1.016,27.78,16.11,"2009-07-26",27.78,16.11,1.016,1.016,0,0,0,0,0,0,0.25,47279.1938855814,20019.2226547035,31734.3110978793,25917.3737217928,12700.953674284,8475.43647650726,0.854063200630147,0.170160319302441
"97","2009-07-27",21.082,26.11,16.11,"2009-07-27",26.11,16.11,21.082,21.082,0,0,0,0,0,0,0.25,48066.4486234374,19266.771195929,31981.7558057848,25917.3737217928,12217.6865830091,8475.43647650726,0.870528942604786,0.306943882165626
"98","2009-07-28",0,26.11,13.33,"2009-07-28",26.11,13.33,0,0,0,0,0,0,0,0,0.25,42338.6458460354,20112.5313949347,30045.232069773,25917.3737217928,11413.206035857,6512.05006726353,0.8334463474876,0.0974323219378411
"99","2009-07-29",0,28.89,16.11,"2009-07-29",28.89,16.11,0,0,0,0,0,0,0,0,0.25,47424.476162595,20028.17874859,31643.0675291292,25917.3737217928,13022.1671301613,8475.43647650726,0.84523415925973,0.0905057516682986
"100","2009-07-30",9.906,23.89,17.22,"2009-07-30",23.89,17.22,9.906,9.906,0,0,0,0,0,0,0.25,45949.2856047248,15694.5611724651,33915.586843458,25917.3737217928,11896.4731271318,9331.84329746264,0.930161025127956,0.721345781377964
"101","2009-07-31",7.112,26.67,17.78,"2009-07-31",26.67,17.78,7.112,7.112,0,0,0,0,0,0,0.25,48971.8275160518,18219.0686876241,33189.757190102,25917.3737217928,12863.0073096816,9780.49841043697,0.88985308836366,0.41400083439893
"102","2009-08-01",7.874,22.22,11.67,"2009-08-01",22.22,11.67,7.874,7.874,0,0,0,0,0,0,0.25,38442.0762467692,19118.9129955555,29245.1031190611,25917.3737217928,9807.13875647039,5454.91039147498,0.842723898459645,0.231656811576137
"103","2009-08-02",5.334,27.22,16.67,"2009-08-02",27.22,16.67,5.334,5.334,0,0,0,0,0,0,0.25,47513.404408235,19030.0738263751,32133.0130414242,25917.3737217928,12700.953674284,8902.10814194445,0.864793436964918,0.245180673874323
"104","2009-08-03",2.54,23.89,12.22,"2009-08-03",23.89,12.22,2.54,2.54,0,0,0,0,0,0,0.25,39499.7869624239,19330.8729786476,29475.0167946907,25917.3737217928,10449.565668225,5796.09450265331,0.836479496387236,0.164426559664904
"105","2009-08-04",0,26.11,13.33,"2009-08-04",26.11,13.33,0,0,0,0,0,0,0,0,0.25,41728.7409776311,19482.8497897232,30065.0088065802,25917.3737217928,11413.206035857,6512.05006726353,0.83399494864398,0.101032634036723
"106","2009-08-05",0,28.33,16.11,"2009-08-05",28.33,16.11,0,0,0,0,0,0,0,0,0.25,46532.915974081,19276.6336491333,31665.1060754694,25917.3737217928,12860.1134947638,8475.43647650726,0.849033009946336,0.126399179187011
"107","2009-08-06",0,22.22,8.89,"2009-08-06",22.22,8.89,0,0,0,0,0,0,0,0,0.25,34051.1848789714,19368.2537133784,27564.4322863667,25917.3737217928,9002.6582093182,3860.21439170088,0.809693467146073,0.0701626968197455
"108","2009-08-07",0,23.33,8.89,"2009-08-07",23.33,8.89,0,0,0,0,0,0,0,0,0.25,34475.7631958968,19368.5104378993,27667.5404228939,25917.3737217928,9323.87166519551,3860.21439170088,0.806505922679022,0.0355496823348836
"109","2009-08-08",0,22.78,7.22,"2009-08-08",22.78,7.22,0,0,0,0,0,0,0,0,0.25,32194.8500903388,19297.1292429977,26960.8542881748,25917.3737217928,8681.44475344089,2999.79552751816,0.798079619796087,0.01788397094127
"110","2009-08-09",2.286,23.33,11.11,"2009-08-09",23.33,11.11,2.286,2.286,0,0,0,0,0,0,0.25,37074.829838166,18872.6341543564,28698.4416937094,25917.3737217928,9966.29857695014,5116.49647094281,0.823844628426123,0.108945629964657
"111","2009-08-10",20.066,25.56,18.33,"2009-08-10",25.56,18.33,20.066,20.066,0,0,0,0,0,0,0.25,48846.0932446892,15653.8270703551,34153.9450923258,25917.3737217928,12700.953674284,10232.2779755171,0.919182633892038,0.62544227399681
